EmployeeID,Age,Department,SatisfactionScore,LastEvaluationScore,NumProjects,AvgMonthlyHours,YearsAtCompany,Attrition
355427,41,sales,0.77,1.0,5,200,6,0
983006,59,finance,0.55,1.0,2,200,6,1
909628,44,hr,0.17,0.12,3,285,7,0
974732,60,hr,0.42,0.95,4,274,6,1
422428,41,unknown,0.29,0.17,4,274,6,0
162318,52,operations,0.03,0.76,5,200,6,0
175988,41,finance,0.95,0.32,5,200,5,0
269443,31,finance,0.4,0.19,5,200,9,0
589565,41,operations,0.63,0.14,7,208,6,0
574554,41,unknown,0.87,0.11,5,200,3,0
389706,41,unknown,0.01,0.82,5,200,6,0
461264,41,it,0.8,0.81,5,228,4,0
516395,34,unknown,0.99,0.28,5,200,6,0
750054,41,finance,0.59,0.76,5,200,6,1
197215,41,hr,0.67,0.91,2,200,4,0
322715,28,finance,0.9,0.97,5,245,6,0
816729,41,operations,0.74,0.5,5,200,6,0
137779,32,hr,0.1,0.59,5,200,6,0
267013,41,operations,0.69,0.04,5,200,7,1
533009,41,it,0.16,0.54,3,269,6,0
436722,27,hr,0.29,0.8,5,271,6,0
965367,41,hr,0.77,0.61,5,200,3,0
222312,48,sales,0.81,0.84,6,265,6,0
286722,32,sales,0.79,0.22,5,200,6,0
652905,54,finance,0.12,0.48,3,163,1,0
400328,41,unknown,0.1,0.94,5,202,9,1
39973,41,sales,0.17,0.07,5,200,6,0
179914,50,operations,0.05,0.43,5,178,7,0
71832,41,it,0.12,0.78,5,229,6,0
881112,41,finance,0.43,0.24,5,189,6,1
88302,48,finance,0.01,0.87,5,200,2,1
373976,41,it,0.03,0.2,5,200,2,0
229157,41,it,0.14,0.67,5,200,9,0
550669,37,finance,0.49,0.22,5,200,10,0
145113,60,finance,0.95,0.3,5,200,7,0
706614,41,it,0.7,0.54,4,200,7,0
713403,56,it,0.99,0.98,5,200,10,1
403530,41,unknown,0.17,0.35,5,206,10,0
79151,38,it,0.97,0.04,5,259,3,1
940705,41,sales,0.13,0.29,5,204,6,1
667338,53,it,0.25,0.88,5,296,4,0
871491,41,finance,0.16,0.08,4,200,5,1
713671,49,hr,0.62,0.59,7,200,6,0
76296,41,hr,0.89,0.53,5,200,6,0
411338,41,hr,0.74,0.42,5,193,6,0
448408,41,sales,0.97,0.03,5,264,6,1
474303,41,it,0.76,0.02,5,200,6,0
101181,55,hr,0.3,0.53,3,200,6,0
116272,31,it,0.39,0.89,5,293,6,1
544512,51,finance,0.95,0.53,2,200,2,0
737262,53,it,0.57,0.99,5,200,6,0
207976,33,finance,0.91,0.15,5,184,6,0
493251,44,sales,0.04,0.3,3,205,6,0
414165,41,operations,0.55,0.63,7,200,6,0
25539,34,operations,0.83,0.67,5,250,5,0
792011,41,finance,0.27,0.28,7,200,6,0
162382,53,sales,0.78,0.86,5,249,2,0
610556,41,finance,0.54,0.72,5,271,6,1
471974,40,unknown,0.09,0.25,5,193,6,0
744168,46,hr,0.2,0.01,5,156,4,0
674666,56,hr,0.16,0.69,5,200,9,1
470380,57,hr,0.14,0.2,5,161,8,1
733937,33,hr,0.86,0.33,4,285,6,0
517855,41,operations,0.21,0.58,5,253,6,0
513833,46,unknown,0.41,0.72,2,275,2,0
23189,41,hr,0.91,0.47,5,242,6,1
813130,31,unknown,0.75,0.61,5,200,10,1
397169,59,operations,0.82,0.58,5,241,7,0
587186,26,operations,0.92,0.33,5,247,6,0
331185,37,unknown,0.35,0.39,5,258,6,0
383419,41,it,0.46,0.29,5,164,6,0
60293,48,hr,0.28,0.76,5,200,6,0
532435,31,unknown,0.5,0.91,5,184,6,0
486748,41,hr,0.79,0.0,5,200,10,0
779622,44,hr,0.46,0.15,7,200,6,1
345616,41,it,0.43,0.09,6,200,2,1
579133,41,sales,0.6,0.49,5,200,3,0
257188,41,unknown,0.98,0.34,5,278,6,1
894661,41,hr,0.61,0.89,5,266,6,0
810562,43,it,0.83,0.24,5,200,3,0
151476,41,hr,0.11,0.1,6,167,6,1
250671,44,unknown,0.16,0.31,7,220,6,0
202534,41,it,0.93,0.93,4,165,6,0
188378,43,finance,0.57,0.79,4,200,10,1
410724,41,hr,0.38,0.01,4,177,8,1
289924,41,it,0.66,0.36,4,200,6,0
36414,41,it,0.23,0.68,6,232,6,1
675734,41,sales,0.59,0.59,2,200,6,1
15753,41,finance,0.15,0.84,5,236,4,0
184043,39,it,0.18,0.52,5,200,6,1
461544,41,hr,0.07,0.29,3,200,2,0
772354,33,sales,0.16,0.78,5,200,4,1
749906,41,sales,0.88,0.61,7,209,6,0
695001,41,finance,0.05,0.49,6,200,6,1
78151,41,sales,0.77,0.78,7,200,6,0
472448,41,finance,0.61,0.83,5,257,6,0
23866,41,it,0.95,0.52,7,210,10,0
878927,55,it,0.91,0.62,4,200,6,0
111334,37,operations,0.87,0.22,5,220,6,0
443362,41,it,0.7,0.37,5,200,6,0
418543,45,operations,0.66,0.73,3,170,3,0
399673,31,finance,0.3,0.47,5,200,3,1
995214,48,finance,0.2,0.91,5,211,3,0
313716,49,it,0.92,0.49,5,200,6,0
301906,41,sales,0.88,0.46,5,187,6,0
498288,25,finance,0.74,0.49,2,293,3,0
851693,36,it,0.85,0.45,5,257,6,0
583403,29,finance,0.63,0.51,5,227,6,1
456058,28,finance,0.46,0.36,5,218,1,1
390493,48,unknown,0.61,0.07,5,200,10,1
215497,35,operations,0.32,0.53,2,165,6,0
845154,41,hr,0.25,0.49,5,200,6,1
496966,30,hr,0.14,0.21,7,200,6,0
481782,41,finance,0.79,0.65,2,200,1,1
975917,46,hr,1.0,0.87,5,253,6,1
948068,42,finance,0.25,0.03,6,200,9,0
719727,23,hr,0.83,0.16,2,292,9,0
808530,32,hr,0.35,0.05,5,282,8,0
401933,44,sales,0.14,0.37,6,200,8,0
653467,41,finance,0.59,1.0,5,200,6,0
337695,22,operations,0.01,0.84,5,200,7,1
730584,41,unknown,0.53,0.69,5,155,6,0
332387,41,finance,0.61,0.8,4,200,10,0
493698,41,unknown,0.42,0.52,4,194,6,1
369685,41,operations,0.87,0.39,6,200,10,0
815520,48,unknown,0.05,0.78,5,228,6,1
546737,36,unknown,0.52,0.91,5,200,6,0
401279,41,operations,0.26,0.58,2,200,6,0
393498,50,it,0.1,0.64,5,200,6,1
645876,43,finance,0.11,0.36,4,200,8,0
626965,27,sales,0.89,0.76,5,200,2,0
964461,25,hr,0.05,0.37,5,206,6,1
874054,34,hr,0.21,0.29,5,270,6,0
690812,41,it,0.45,0.96,5,161,6,1
54722,41,hr,0.69,0.81,7,200,9,0
501699,41,finance,0.88,0.83,5,260,6,1
402504,41,finance,0.06,0.88,5,259,3,0
42597,41,hr,0.45,0.6,5,291,6,0
899814,41,hr,0.96,0.73,5,200,6,0
206398,41,finance,0.92,0.47,5,200,2,0
668078,41,sales,0.15,0.42,5,200,6,0
831370,41,finance,0.69,0.06,3,180,5,0
251798,41,hr,0.6,0.15,5,200,6,0
796665,27,sales,0.78,0.34,3,200,6,0
231553,41,unknown,0.83,0.8,5,201,6,1
567254,41,it,0.5,0.36,5,266,6,0
743126,41,unknown,0.77,0.04,2,200,5,0
65477,41,it,0.12,0.36,5,200,6,1
487315,24,hr,0.94,0.25,2,200,6,1
318130,37,operations,0.45,0.21,6,200,6,1
294903,52,it,0.74,0.61,2,200,6,1
505669,50,it,0.31,0.59,7,215,6,0
208103,42,finance,0.16,0.47,2,271,8,0
311500,41,operations,0.85,0.74,5,200,6,0
922716,31,unknown,0.44,0.02,5,200,6,0
667450,41,it,0.86,0.85,5,262,10,0
84503,41,sales,0.8,0.84,5,200,6,0
910256,39,hr,0.61,0.49,5,162,3,1
168682,41,it,0.62,0.86,2,291,6,0
50049,30,finance,0.1,0.61,5,255,3,1
558441,41,sales,0.51,0.62,3,200,6,0
470710,41,hr,0.17,0.81,5,239,9,0
433588,41,unknown,0.36,0.55,6,262,6,0
581294,41,operations,0.4,0.6,5,200,6,1
130054,55,finance,0.35,0.4,5,282,6,0
492153,41,unknown,0.4,0.67,4,200,1,0
130605,41,sales,0.54,0.35,5,200,4,0
463528,41,hr,0.73,0.26,5,187,6,0
698553,41,hr,0.76,0.24,5,270,6,0
541162,50,it,0.81,0.04,5,224,6,0
286519,50,finance,0.59,0.59,5,200,3,1
2963,42,finance,1.0,0.72,3,200,10,1
849643,38,unknown,0.35,0.05,5,200,6,0
406625,46,hr,0.59,0.65,5,200,6,0
980332,41,finance,0.43,0.13,5,210,6,0
805131,32,finance,0.52,0.76,5,200,3,0
115848,37,hr,0.33,0.34,5,200,6,0
253057,41,sales,0.86,0.42,3,200,5,0
233174,46,hr,0.74,0.12,3,200,5,0
694796,26,finance,0.65,0.11,4,200,6,0
533021,39,hr,0.43,0.71,3,200,5,1
132029,55,it,0.58,0.31,4,200,6,1
950945,41,unknown,0.35,0.06,5,300,6,1
686379,57,hr,0.11,0.91,6,200,9,1
534627,24,finance,0.13,0.96,6,200,6,0
552048,41,hr,0.46,0.92,5,200,6,0
335418,41,unknown,0.98,0.55,4,200,4,1
482946,41,finance,0.79,0.48,5,296,6,0
550234,41,finance,0.36,0.26,5,200,2,0
847776,50,it,0.9,0.07,4,200,6,1
14018,47,unknown,0.99,0.02,5,200,4,1
445628,39,operations,0.48,0.45,7,200,6,1
374353,41,finance,0.66,0.15,4,226,6,0
15420,38,sales,0.38,0.98,4,172,6,1
811949,41,operations,0.26,0.29,4,200,7,0
169623,41,sales,0.59,0.77,5,293,3,1
48986,45,operations,0.9,0.85,7,200,9,0
913635,41,hr,0.79,0.37,7,200,2,0
187334,41,finance,0.9,0.2,2,278,6,0
760978,41,sales,0.97,0.82,5,200,4,1
554061,41,hr,0.56,0.44,6,286,6,0
448568,41,finance,0.41,0.4,5,200,3,0
87303,41,finance,0.73,0.83,5,200,6,0
21851,41,operations,0.6,0.29,3,264,4,0
921225,41,hr,0.86,0.36,5,200,6,0
495999,24,hr,0.44,0.52,3,200,4,0
152488,47,unknown,0.41,0.68,5,200,6,0
406513,26,sales,0.69,0.33,5,257,6,0
982561,55,hr,0.98,0.92,7,214,6,1
57997,41,finance,0.75,0.8,5,224,4,1
376947,32,it,0.93,0.26,7,200,6,0
701188,58,hr,0.23,0.24,5,291,6,0
519440,22,finance,0.95,0.83,5,150,6,0
67008,53,unknown,0.76,0.71,5,200,2,0
416353,56,it,0.48,0.81,7,200,6,0
834178,48,hr,0.57,0.13,5,284,6,0
623444,38,finance,0.06,0.88,7,200,6,0
292965,49,hr,0.08,0.91,5,200,6,1
935081,22,finance,0.93,0.89,5,186,6,1
833976,24,finance,0.17,0.81,5,204,6,0
397639,41,it,0.64,0.95,2,215,6,1
623732,41,finance,0.53,0.04,5,164,6,0
303008,59,hr,0.53,0.45,2,200,6,0
38950,24,unknown,0.22,0.91,5,203,6,0
327944,41,it,0.05,0.52,6,200,6,0
947557,56,hr,0.27,0.39,7,152,4,0
135956,41,hr,0.39,0.3,5,222,6,0
67468,48,finance,0.86,0.03,2,200,6,1
978853,60,it,0.98,0.34,4,200,1,0
458795,41,operations,0.5,0.49,2,222,3,0
908843,41,operations,0.65,0.85,5,200,9,1
379529,41,it,0.64,0.93,5,257,9,0
483701,41,unknown,0.67,0.19,6,200,6,0
883927,58,unknown,0.4,0.59,5,265,8,1
252115,52,unknown,0.87,0.02,6,197,1,0
410866,41,finance,0.79,0.02,3,200,1,0
323831,41,hr,0.19,0.23,5,266,7,1
338494,41,finance,0.48,0.75,4,200,7,1
188104,41,finance,0.0,0.37,5,253,7,0
992942,40,hr,0.8,0.79,5,200,6,0
826727,48,it,0.47,0.2,7,200,5,0
571189,43,hr,0.69,0.96,7,200,6,0
805397,41,operations,0.26,0.48,5,151,5,0
641884,41,it,0.02,0.84,5,258,4,1
639467,38,hr,0.72,0.05,5,261,5,0
561647,41,it,0.49,0.04,5,200,1,0
938316,41,hr,0.91,0.64,3,200,10,0
740639,39,it,0.9,0.2,5,152,7,0
489275,41,hr,0.88,0.03,5,200,3,0
910152,25,hr,0.73,0.47,3,247,4,0
231507,25,unknown,0.08,0.91,5,200,8,0
131301,58,hr,0.74,0.41,5,160,6,0
69050,55,finance,0.82,0.94,6,200,6,0
736031,41,it,0.71,0.14,5,160,3,0
231638,41,finance,0.55,0.4,5,235,6,0
705726,38,sales,0.85,0.44,4,200,9,0
58776,46,sales,0.18,0.66,5,217,3,0
402709,41,operations,0.89,0.34,5,200,6,0
913517,52,sales,0.12,0.57,2,200,2,1
135340,41,operations,0.85,0.27,2,200,6,1
622404,33,finance,0.11,0.0,5,225,6,0
855097,41,sales,0.11,0.63,3,200,2,0
350604,41,finance,0.39,0.97,5,200,6,0
473796,44,hr,0.84,0.41,2,200,6,0
729181,60,unknown,0.41,0.86,5,200,6,0
785864,53,it,0.71,0.4,5,265,6,0
371638,29,hr,0.8,0.51,5,283,6,1
269930,46,unknown,0.12,0.96,5,198,9,1
955041,41,hr,0.6,0.75,2,200,6,0
912162,41,unknown,0.07,0.38,5,244,6,1
248771,41,finance,0.65,0.01,5,200,6,0
230785,41,it,0.79,0.15,5,284,4,1
639317,22,hr,0.88,0.43,5,267,6,1
822225,30,sales,0.04,0.4,5,209,3,1
772084,41,hr,0.69,0.98,5,197,6,0
914102,41,operations,0.63,0.66,5,252,6,0
681733,41,unknown,0.52,0.77,5,282,6,1
718748,22,hr,0.98,0.72,5,200,6,0
102919,41,operations,0.16,0.08,2,200,6,0
97896,41,sales,0.25,0.03,5,180,3,0
481758,41,finance,0.18,0.58,5,200,6,0
441867,41,sales,0.67,0.69,2,200,6,0
769501,41,unknown,0.15,0.63,2,224,6,1
36622,41,hr,0.92,0.62,5,200,6,1
219937,40,hr,0.75,0.22,5,193,3,0
609283,41,finance,0.93,0.23,5,200,6,1
926502,41,hr,0.2,0.23,4,200,6,1
608742,40,finance,0.97,0.4,2,200,6,1
52141,58,sales,0.22,0.2,5,287,6,1
879868,41,hr,0.89,0.98,5,200,6,0
505012,54,unknown,0.12,0.62,4,200,2,1
486715,41,finance,0.85,0.77,5,247,6,1
12694,50,finance,0.07,0.51,5,184,6,1
758175,41,hr,0.28,0.98,6,200,6,0
113573,48,hr,0.08,0.44,5,200,6,0
38707,41,hr,0.38,0.58,5,200,4,0
732373,41,it,0.49,0.13,5,200,7,0
483663,41,sales,0.42,0.87,4,200,3,1
130421,41,unknown,0.53,0.36,7,200,6,1
263878,41,hr,0.54,0.76,4,200,6,0
870852,41,unknown,0.36,0.69,5,200,6,0
355239,41,sales,0.96,0.31,2,213,1,1
55598,49,sales,0.06,0.37,5,200,9,0
629235,41,hr,0.34,0.8,5,203,4,0
889801,30,operations,0.89,0.25,6,230,6,0
732550,41,it,0.81,0.29,3,200,6,0
437647,22,it,0.99,0.09,7,259,7,0
937107,37,finance,0.53,0.14,3,216,6,0
973199,27,finance,0.41,0.64,5,170,6,0
536620,59,unknown,0.23,0.43,5,200,6,0
612142,22,operations,0.82,0.87,3,180,2,1
147759,41,finance,0.25,0.28,4,218,6,1
791187,35,hr,0.97,0.61,5,200,6,0
389155,41,unknown,0.21,0.15,5,200,3,0
20814,24,finance,0.08,0.11,2,215,8,0
54473,43,finance,0.36,0.96,2,200,6,0
501293,46,hr,0.08,0.88,5,200,8,1
988001,39,operations,0.01,0.78,5,200,8,0
630385,41,unknown,0.75,0.01,2,200,3,0
337421,27,hr,0.79,0.5,7,205,6,0
727007,41,it,0.32,0.19,3,200,4,0
990396,41,it,0.59,0.19,3,200,6,0
759121,26,finance,0.96,0.36,4,200,6,0
439228,26,unknown,0.34,0.94,7,166,10,0
926325,41,sales,0.48,0.48,6,200,6,0
534155,41,operations,0.37,0.99,2,286,6,0
409674,43,hr,0.23,0.0,5,200,6,1
418514,41,unknown,0.22,0.95,5,200,6,1
184026,60,finance,0.92,0.58,3,164,10,0
981977,41,unknown,0.34,0.45,5,200,9,0
543488,41,finance,0.85,0.15,4,200,6,1
175091,56,hr,0.06,0.33,6,200,10,1
66711,41,hr,0.49,0.24,4,200,6,0
2620,37,sales,0.03,0.54,5,298,1,0
58322,41,sales,0.06,0.46,6,203,6,1
822263,40,hr,0.89,0.68,5,292,4,0
796992,41,finance,0.96,0.3,5,200,6,0
184745,34,it,0.22,0.93,5,168,10,0
41533,55,finance,0.31,0.2,4,211,6,0
788176,38,it,0.14,1.0,5,200,10,0
612544,41,hr,0.02,0.06,5,200,6,1
829705,28,it,0.21,1.0,6,187,6,0
775452,41,sales,0.36,0.35,5,200,3,1
611976,41,finance,0.04,0.54,6,200,9,0
178693,41,it,0.42,0.82,5,216,10,0
609090,41,finance,0.3,0.42,3,225,1,1
706189,41,finance,0.56,0.5,3,200,9,1
282044,41,finance,0.85,0.01,5,200,6,1
146610,40,finance,0.85,0.58,7,200,5,1
391747,41,hr,0.32,0.52,5,200,6,1
841766,41,operations,0.2,0.34,5,200,6,0
109279,41,it,0.28,0.91,5,179,6,1
457989,41,finance,0.18,0.81,7,195,6,0
89590,41,it,0.57,0.42,5,200,6,0
791063,41,it,0.31,0.33,7,200,8,1
883152,41,finance,0.48,0.66,5,200,6,0
869749,53,unknown,0.97,0.39,4,200,6,0
634726,35,sales,0.51,0.03,7,200,6,0
663408,41,it,0.82,0.09,6,255,2,0
924036,41,sales,0.97,0.77,5,200,6,0
370391,41,it,0.26,0.86,2,220,1,0
478384,25,finance,0.93,0.67,6,200,4,1
590360,41,sales,0.19,0.01,3,284,6,0
474193,48,finance,0.38,0.55,5,277,6,1
756126,27,operations,0.38,0.47,5,213,4,0
28051,33,it,0.47,0.69,3,200,3,1
217798,41,hr,0.54,0.78,5,271,6,0
818959,41,operations,0.86,0.82,2,199,10,0
285338,41,hr,0.67,0.37,5,151,1,0
952015,22,finance,0.67,0.5,4,200,6,1
761779,47,operations,0.21,0.33,4,200,4,0
597591,33,operations,0.56,0.39,5,200,6,0
97591,41,hr,0.86,0.24,6,200,7,1
535741,37,operations,0.2,0.18,2,196,6,1
485914,44,finance,0.01,0.23,5,242,6,0
73905,41,finance,0.11,0.51,4,200,9,0
346037,30,hr,0.03,0.78,5,274,6,0
57869,23,operations,0.64,0.1,5,200,5,1
32797,51,unknown,0.57,0.7,5,223,1,1
624774,28,unknown,0.1,0.47,4,200,6,0
451374,22,it,0.34,0.32,7,194,5,1
628151,36,operations,0.1,0.45,5,204,6,0
843555,41,hr,0.1,0.31,3,259,6,0
343722,42,operations,0.34,0.32,5,200,2,0
832947,41,hr,0.21,0.13,3,229,10,0
222946,39,sales,0.66,0.37,4,200,6,0
937608,57,unknown,0.55,0.06,6,200,10,0
434003,41,unknown,0.88,0.75,7,200,6,0
299756,46,finance,0.82,0.44,5,180,1,0
735648,40,sales,0.66,0.52,3,200,10,1
191689,47,unknown,0.16,0.17,6,250,6,0
91400,41,unknown,0.0,0.37,5,200,4,0
110978,41,hr,0.49,0.81,6,224,6,0
128636,30,unknown,0.4,0.28,4,190,6,0
337372,36,finance,0.82,0.11,4,240,6,0
54075,41,unknown,0.97,0.41,5,200,6,0
681143,41,finance,0.15,0.09,5,200,6,1
525583,41,unknown,0.55,0.32,6,200,3,0
483487,43,operations,0.55,0.34,6,200,6,1
98501,41,unknown,0.81,0.12,5,190,7,0
973144,41,operations,0.66,0.42,5,278,6,0
53697,53,finance,0.96,0.63,6,200,10,1
6853,41,it,0.29,0.94,3,200,6,1
657554,41,operations,0.74,0.93,3,267,4,1
949097,41,finance,0.34,0.97,4,200,6,0
113474,58,unknown,0.85,0.11,2,246,6,0
380434,41,unknown,0.31,0.92,5,241,6,0
358537,35,operations,0.78,0.88,6,218,2,0
257641,41,it,0.12,0.97,5,267,6,1
73534,41,finance,0.04,0.09,7,200,6,0
61582,48,operations,0.57,0.12,5,195,6,1
839020,41,hr,0.55,0.78,5,200,6,0
107033,41,operations,0.48,0.94,5,200,6,0
330748,46,operations,0.09,0.69,5,200,6,0
762382,57,hr,0.4,0.49,5,213,4,0
78737,38,sales,0.1,0.27,5,200,6,1
455314,41,finance,0.92,0.52,5,200,6,0
116082,41,hr,0.26,0.06,4,200,1,0
816909,46,it,0.06,0.33,5,196,6,1
584371,41,unknown,0.91,0.55,5,200,6,0
329994,45,hr,0.75,0.65,5,252,9,1
740541,41,hr,0.79,0.55,5,162,10,0
570622,41,unknown,0.6,0.85,5,200,7,1
478430,41,it,0.03,0.17,5,200,5,0
523280,41,hr,0.17,0.26,4,200,8,0
927627,41,finance,0.58,0.37,6,200,8,0
761716,58,hr,0.34,0.7,5,194,1,1
224358,41,finance,0.32,0.53,5,200,6,1
3830,41,finance,0.15,0.07,6,197,2,0
929085,41,unknown,0.89,0.28,3,186,10,0
734648,41,hr,0.93,0.47,5,246,6,0
246678,32,unknown,0.28,0.37,5,200,6,0
30416,56,it,0.78,0.74,7,268,7,1
380549,44,sales,0.31,0.13,6,200,6,1
284085,26,operations,0.16,0.03,5,170,6,0
515896,36,it,0.51,0.33,5,200,7,0
885325,39,finance,0.78,0.87,7,151,6,0
44569,41,it,0.56,0.93,5,200,6,1
92460,41,hr,0.56,0.93,6,230,6,0
391753,46,operations,0.69,0.68,6,200,2,0
766096,41,operations,0.17,0.56,5,174,10,0
199375,41,unknown,0.7,0.19,5,185,8,0
484164,31,operations,0.29,0.34,5,200,6,0
559185,41,hr,0.91,0.68,5,200,3,1
99226,41,hr,0.1,1.0,5,199,6,0
396858,56,finance,0.02,0.87,5,263,7,0
459057,41,finance,0.67,0.57,3,200,8,0
815363,41,finance,0.18,0.51,5,200,6,0
45667,27,finance,0.21,0.59,5,156,6,1
283571,23,finance,0.91,0.24,4,239,6,0
453452,41,sales,0.14,0.02,3,200,5,0
108235,52,unknown,0.59,0.37,5,200,6,1
152425,41,hr,0.19,0.84,2,200,10,0
789912,57,hr,0.64,0.72,4,200,6,0
357808,56,unknown,0.79,0.02,5,290,6,0
637234,22,finance,0.68,0.71,7,172,4,1
707317,48,hr,0.8,0.02,5,264,6,0
912165,22,hr,0.58,0.54,5,272,6,0
651989,52,operations,0.77,0.65,4,200,6,0
980624,24,it,0.5,0.62,6,200,1,0
687857,41,it,0.81,0.26,2,220,6,1
331673,41,finance,0.39,0.74,5,200,9,0
609385,49,sales,0.31,0.71,5,200,6,0
113847,41,hr,0.07,0.2,5,200,5,0
181350,41,hr,0.0,0.43,7,200,6,0
445638,36,it,0.45,0.11,5,200,6,0
821604,24,it,0.47,0.95,5,213,3,0
802390,41,sales,0.06,0.11,6,200,4,0
575292,41,unknown,0.7,0.2,5,200,2,0
985955,41,finance,0.45,0.52,5,233,6,0
57917,41,it,0.35,0.2,5,200,5,0
146958,41,hr,0.74,0.61,4,200,8,1
284489,50,hr,0.05,0.59,5,189,6,0
329626,59,finance,0.05,0.08,5,200,6,0
761012,41,it,0.13,0.12,5,274,6,0
220949,41,finance,0.82,0.55,6,200,6,0
357112,41,unknown,0.25,0.47,5,184,8,1
682396,41,hr,0.12,0.49,4,200,6,0
720626,41,unknown,0.66,0.74,6,216,6,0
92698,58,finance,0.26,0.95,5,229,6,0
442055,41,sales,0.77,0.09,5,240,10,0
660027,41,it,0.16,0.01,7,169,6,1
515201,41,unknown,0.47,0.1,5,200,8,0
445578,41,unknown,0.95,0.29,7,277,6,1
735918,35,unknown,0.22,0.29,5,200,10,1
292430,25,it,0.59,0.49,6,248,6,1
529316,41,it,0.36,0.12,6,200,6,1
475469,41,operations,0.84,0.7,5,200,6,1
336004,41,operations,0.68,0.28,6,200,1,0
925054,41,hr,0.95,0.64,4,261,3,1
702984,31,hr,0.1,0.19,5,279,6,0
883487,41,finance,0.15,0.72,5,200,6,1
364664,41,sales,0.84,0.04,4,200,2,0
876182,50,hr,0.53,0.73,5,257,6,1
48642,55,it,0.4,0.77,5,192,7,1
528851,23,hr,0.32,0.25,5,188,6,0
831942,38,finance,0.6,0.18,3,200,1,0
626381,41,it,0.53,0.34,3,243,6,1
431840,30,it,0.54,0.4,3,200,10,0
28211,22,sales,0.69,0.01,5,195,10,0
922787,41,unknown,0.69,0.01,5,200,6,0
705592,34,hr,0.6,0.04,2,200,6,1
408190,41,finance,0.24,0.01,5,200,3,0
334003,41,unknown,0.26,0.56,5,200,6,1
444731,44,it,0.16,0.07,5,289,9,0
428400,41,finance,0.56,0.59,5,170,8,1
918863,30,hr,0.82,0.99,5,265,7,1
799215,23,it,0.35,0.69,5,206,5,0
83048,37,unknown,0.62,0.37,4,200,6,1
430479,41,it,0.87,0.32,5,197,6,0
552619,45,operations,0.34,0.04,7,241,6,1
24352,23,hr,0.88,0.75,5,200,6,0
920717,59,finance,0.32,0.79,5,153,6,0
89355,41,sales,0.6,0.13,6,235,6,1
468363,41,hr,0.45,0.41,4,244,6,0
743293,41,hr,0.7,0.17,5,255,6,0
736979,32,unknown,0.37,0.12,5,239,6,0
771145,53,operations,0.02,0.53,5,200,6,1
531480,55,hr,0.7,0.93,3,200,2,0
438986,41,finance,0.45,0.05,2,194,5,0
659619,51,unknown,0.75,0.09,5,185,2,0
978934,29,finance,0.7,0.29,5,256,5,0
464141,41,unknown,0.88,0.38,7,200,6,0
801207,60,it,0.71,0.94,2,258,1,1
449293,41,it,0.55,0.75,5,200,3,1
291146,48,operations,0.06,0.65,5,161,6,0
544318,41,sales,0.14,0.09,5,228,2,0
912765,49,hr,0.74,0.04,5,200,6,1
325750,41,it,0.71,0.78,5,200,6,0
940898,41,unknown,0.85,0.42,7,200,6,0
97676,41,finance,0.13,0.17,5,172,10,0
939081,41,hr,0.03,0.71,5,242,6,0
431080,48,hr,0.17,0.15,5,200,6,1
880900,37,unknown,0.8,0.29,5,250,1,0
664537,41,operations,0.21,0.99,5,251,6,1
413814,43,finance,0.76,0.89,5,200,6,0
723457,22,operations,0.79,0.86,6,200,6,0
404336,22,finance,0.48,0.07,3,200,4,0
134354,41,operations,0.42,0.51,7,151,6,0
579989,27,unknown,0.03,0.18,5,173,6,0
389350,41,finance,0.12,0.63,5,200,6,0
823585,35,operations,0.88,0.84,5,200,6,0
521429,38,hr,0.3,0.24,7,261,4,0
346082,41,finance,0.48,0.73,2,200,10,1
598076,41,hr,0.09,0.6,6,200,3,0
106089,44,unknown,0.87,0.71,3,279,4,0
701268,53,finance,0.19,0.49,5,200,6,0
66092,41,sales,0.45,0.86,5,200,1,0
24472,41,it,0.57,0.48,5,200,6,1
241036,53,sales,0.64,0.64,3,243,10,0
779492,41,operations,0.42,0.93,2,194,6,0
125697,41,hr,0.22,0.6,6,223,6,0
595162,40,finance,0.47,0.02,3,200,6,0
565127,28,operations,0.33,0.01,5,282,6,0
237680,22,finance,0.11,0.75,5,164,9,1
437826,25,hr,0.96,0.9,5,172,8,0
42280,41,sales,0.77,0.43,5,200,6,1
351685,31,unknown,0.46,0.31,5,191,4,1
594147,41,unknown,0.34,0.02,5,200,2,1
412275,41,unknown,0.2,0.61,5,246,6,0
459825,41,finance,0.62,0.05,4,200,6,1
972694,41,unknown,0.53,0.41,5,209,6,0
595866,41,finance,0.68,0.14,5,280,6,0
65206,23,sales,0.28,0.1,5,200,3,1
900330,25,hr,0.96,0.85,5,208,9,0
740176,23,it,0.75,0.32,5,176,6,1
228732,42,hr,0.02,0.73,2,200,6,0
584194,41,hr,0.59,0.23,3,200,5,0
100875,41,it,0.58,0.55,5,165,8,0
830287,51,operations,0.8,0.2,7,203,9,0
133514,41,operations,0.72,0.41,5,233,6,0
373620,41,finance,0.51,1.0,5,197,6,1
92421,43,hr,0.44,0.11,4,200,6,1
400257,41,finance,0.18,0.6,4,200,6,0
663747,41,hr,0.81,0.72,2,200,6,1
871289,41,unknown,0.67,0.13,5,200,6,1
952807,41,unknown,0.0,0.52,7,276,9,0
685453,41,hr,0.67,0.22,6,286,6,0
492334,41,hr,0.3,0.27,2,200,6,0
620231,41,hr,0.73,0.57,5,200,6,0
