Employee_ID,Age,Department,Satisfaction_Level,Last_Evaluation,Projects,Average_Monthly_Hours,Years_at_Company,Left
406171,,,0.25,0.43,5.0,278,,0.0
125524,32.0,Hr,0.1,0.25,,155,7.0,
783034,,HR,0.57,0.84,,999,5.0,0.0
468575,,,0.76,0.84,,262,4.0,1.0
242815,50.0,Sales,0.18,0.68,3.0,999,,
660343,25.0,Sales,0.01,0.33,,183,10.0,1.0
800267,,HR,0.54,0.25,4.0,999,10.0,1.0
643864,34.0,,0.29,0.56,7.0,999,,0.0
720551,23.0,finanCe,0.72,0.04,,194,2.0,
875210,29.0,,1.0,0.59,,294,5.0,1.0
132339,53.0,HR,0.32,0.03,,245,,1.0
2678,,,0.86,0.5,5.0,999,,0.0
569398,,finanCe,0.21,0.09,2.0,999,1.0,
832191,41.0,IT,0.22,0.31,4.0,999,,1.0
858700,45.0,Hr,0.67,0.95,,999,7.0,0.0
949890,23.0,finanCe,0.64,0.47,5.0,999,,
141134,,finanCe,0.38,0.46,7.0,999,5.0,0.0
448723,51.0,,0.71,0.41,2.0,999,,0.0
487844,,IT,0.04,0.29,,234,1.0,0.0
779791,,Hr,0.28,0.54,5.0,999,10.0,0.0
175458,,HR,0.84,0.29,2.0,999,,
454766,,IT,1.0,0.36,3.0,999,,
511852,47.0,Operations,0.28,0.52,6.0,999,5.0,
171346,25.0,Sales,0.77,0.69,,999,10.0,0.0
645167,41.0,Operations,0.28,0.41,7.0,224,2.0,
34889,29.0,HR,0.01,0.86,7.0,999,1.0,1.0
185401,,Hr,0.34,0.28,,224,,1.0
114874,53.0,Hr,0.9,0.61,,999,8.0,
86482,58.0,IT,0.99,0.95,,281,4.0,
753800,49.0,Operations,0.57,0.42,7.0,999,,1.0
66677,59.0,,0.48,0.97,4.0,999,5.0,0.0
783670,,HR,0.72,0.76,,308,,
786191,,finanCe,0.65,0.7,,290,3.0,0.0
766449,,finanCe,0.64,0.62,,999,3.0,0.0
582466,45.0,HR,0.55,0.67,7.0,999,,
912422,,Operations,0.29,0.32,,999,10.0,
703349,,Hr,0.64,0.53,,999,,1.0
251018,56.0,Finance,0.13,0.19,,999,4.0,
830021,,Sales,0.92,0.09,4.0,999,,
680840,,,0.64,0.66,7.0,999,,1.0
332772,,Hr,0.59,0.41,2.0,173,1.0,0.0
299648,,Operations,0.87,0.14,2.0,999,6.0,
701948,30.0,Sales,0.19,0.17,3.0,170,,0.0
335896,59.0,,0.48,0.37,4.0,225,5.0,1.0
150000,51.0,HR,0.87,0.15,4.0,999,1.0,
502107,,Hr,0.33,0.55,,999,,0.0
669779,,Sales,0.14,0.62,,999,,
889795,,Hr,0.44,0.77,,184,8.0,
608835,33.0,Hr,0.29,0.7,,218,7.0,0.0
282236,,,0.88,0.78,,999,1.0,
625170,52.0,finanCe,0.02,0.85,,257,4.0,
49587,,Hr,0.93,0.02,,999,,1.0
391304,,Sales,0.52,0.11,,999,,0.0
698246,43.0,Hr,0.56,0.61,3.0,158,7.0,
102451,,,0.13,0.19,3.0,281,,1.0
903189,46.0,IT,0.1,0.57,,999,5.0,
861066,45.0,Hr,0.94,0.62,2.0,999,3.0,
836675,53.0,IT,0.47,0.12,,999,9.0,1.0
854516,58.0,,0.94,0.08,,150,3.0,1.0
32477,29.0,Sales,0.5,0.57,,999,6.0,1.0
175252,26.0,HR,0.87,0.6,,999,,1.0
789364,52.0,,0.77,0.75,,239,,
674552,,Hr,0.01,0.9,6.0,999,,1.0
487461,,IT,0.26,0.84,,999,2.0,0.0
311814,26.0,Hr,0.7,0.67,,999,2.0,0.0
844310,37.0,,0.42,0.34,7.0,999,,0.0
280194,,Hr,0.05,0.66,3.0,256,10.0,
227167,48.0,Sales,0.57,0.23,,999,9.0,1.0
216403,,HR,0.66,0.53,7.0,229,5.0,0.0
828795,,finanCe,0.89,0.57,2.0,168,,0.0
565699,,IT,0.63,0.38,4.0,999,,0.0
864355,,Operations,0.8,0.24,,189,,
350556,,Hr,0.34,0.79,5.0,999,3.0,0.0
349388,,finanCe,0.17,0.8,,283,5.0,
427159,60.0,Finance,0.06,0.13,2.0,999,5.0,
853406,,HR,0.6,0.64,,257,,
24113,56.0,,0.06,0.15,,999,3.0,
90951,,Finance,0.53,0.41,,999,,1.0
283824,44.0,Finance,0.27,0.36,2.0,187,,1.0
117843,35.0,Sales,0.02,0.62,,999,8.0,1.0
619638,,Sales,0.28,0.89,5.0,999,2.0,1.0
306762,,finanCe,0.69,0.69,,243,,
842279,,HR,0.93,0.46,3.0,232,4.0,1.0
854226,60.0,HR,0.52,0.29,,212,,
510452,,HR,0.85,0.3,,151,,1.0
575405,,Sales,0.83,0.89,3.0,999,7.0,
807173,,HR,0.98,0.02,7.0,188,,1.0
238709,43.0,Hr,0.02,0.03,,182,,1.0
765997,,HR,0.29,0.48,3.0,999,8.0,1.0
755738,30.0,,0.74,0.39,,999,5.0,1.0
172647,,finanCe,0.7,0.26,,200,,0.0
362287,,Finance,0.6,0.84,2.0,292,7.0,1.0
263806,,HR,0.86,0.77,3.0,245,5.0,0.0
775865,,IT,0.55,0.89,3.0,257,,0.0
757498,,Finance,0.31,0.65,7.0,999,10.0,
842872,,finanCe,0.45,0.98,,999,,1.0
803189,45.0,HR,0.27,0.91,,999,,
866598,60.0,,0.35,0.05,,237,,
905372,47.0,IT,0.76,0.15,3.0,169,6.0,
249561,,HR,0.38,0.09,4.0,999,1.0,0.0
453022,23.0,Hr,0.04,0.74,7.0,999,5.0,1.0
22585,53.0,Operations,0.03,0.24,6.0,274,,0.0
598688,,finanCe,0.64,0.61,,168,9.0,0.0
868536,42.0,Operations,0.13,0.94,,999,,1.0
354993,42.0,finanCe,0.83,0.9,2.0,226,,
470154,,Operations,0.39,0.54,,999,9.0,
906176,,finanCe,0.09,0.16,3.0,186,,
494718,42.0,HR,0.9,0.15,,999,6.0,1.0
118838,,HR,0.79,0.72,,271,,1.0
101755,,IT,0.38,0.57,,999,,0.0
357178,42.0,IT,0.23,0.94,7.0,289,4.0,1.0
22090,47.0,IT,0.45,0.87,3.0,999,5.0,0.0
527811,,Finance,0.73,0.32,,173,3.0,
492526,,Finance,0.22,0.27,5.0,258,10.0,0.0
848309,38.0,IT,0.64,0.16,,999,,
741461,38.0,Operations,0.26,0.99,,999,,
537037,24.0,Operations,0.02,0.42,,999,,
517513,,Operations,0.87,0.15,,172,3.0,1.0
519536,52.0,finanCe,0.08,0.26,6.0,217,8.0,
482534,33.0,Finance,0.88,0.26,7.0,999,,0.0
620483,,,0.19,0.06,,999,,1.0
272262,49.0,Sales,0.52,0.02,,999,10.0,
33540,,HR,0.26,0.39,2.0,999,2.0,1.0
636768,,Finance,0.9,0.67,,307,,1.0
599173,34.0,finanCe,0.29,0.96,,999,8.0,
757383,,HR,0.93,0.86,,999,,0.0
114576,,Finance,0.1,0.92,,999,,1.0
888438,30.0,finanCe,0.73,0.5,,999,3.0,1.0
672346,,Finance,0.63,0.36,,306,7.0,1.0
601547,,Operations,0.15,0.33,,243,8.0,0.0
489853,30.0,Hr,0.38,0.06,5.0,261,2.0,
310355,,Finance,0.6,0.38,,999,8.0,0.0
644912,,Hr,0.41,0.01,,299,,
356643,,finanCe,0.71,0.9,,999,,1.0
265717,48.0,Hr,0.82,0.04,7.0,999,6.0,1.0
969586,,Operations,0.05,0.09,,234,8.0,1.0
406840,,finanCe,0.52,0.56,4.0,999,5.0,1.0
823617,,,0.45,1.0,6.0,999,,
249335,,Sales,0.99,0.35,2.0,281,10.0,0.0
202999,,Operations,0.87,0.41,4.0,999,,1.0
270684,,,0.69,0.43,4.0,245,,
269770,28.0,HR,0.98,0.89,6.0,999,,1.0
513221,,Operations,0.41,0.78,7.0,284,9.0,0.0
697807,51.0,Finance,0.42,0.92,,300,7.0,1.0
936067,,,0.25,0.77,2.0,204,,0.0
84727,,Finance,0.45,0.45,,261,,0.0
937199,28.0,IT,0.44,0.3,5.0,301,,
264089,28.0,Operations,0.75,0.71,,999,,0.0
800421,41.0,Operations,0.07,0.41,5.0,286,2.0,
745906,,Sales,0.42,0.32,,200,5.0,
814438,,Hr,0.66,0.18,4.0,999,1.0,
998163,,Sales,0.0,0.39,7.0,185,6.0,
535740,30.0,Hr,0.23,0.64,,999,5.0,1.0
834346,36.0,IT,0.63,0.87,,181,4.0,
205596,,IT,0.88,0.4,2.0,999,,
106532,,IT,0.72,0.71,5.0,999,10.0,
784470,,Hr,0.5,0.52,,192,,0.0
810072,,Hr,0.12,0.13,4.0,212,2.0,0.0
323455,,IT,0.72,0.72,,999,10.0,0.0
907971,,,0.72,0.16,,261,,
894116,,HR,0.23,0.89,7.0,999,1.0,0.0
537249,,,0.59,0.66,4.0,999,1.0,1.0
971161,55.0,Finance,0.34,0.07,,294,9.0,1.0
285625,,Sales,0.11,0.89,3.0,178,8.0,0.0
275233,59.0,finanCe,0.17,0.07,7.0,298,10.0,0.0
244954,,Finance,0.68,0.21,,999,,1.0
954354,54.0,,0.42,0.4,,999,4.0,
957628,,finanCe,0.03,0.87,,999,2.0,1.0
920417,,finanCe,0.1,0.41,,233,4.0,
190622,27.0,HR,0.08,0.29,5.0,218,,0.0
600828,,finanCe,0.6,0.04,7.0,191,4.0,
458660,44.0,HR,0.45,0.99,,163,1.0,
619504,60.0,Hr,0.29,0.69,3.0,999,,0.0
432171,,Sales,0.46,0.7,7.0,999,6.0,0.0
390215,53.0,HR,0.74,0.67,,266,,0.0
346538,24.0,finanCe,0.48,0.85,,237,,1.0
408830,,IT,0.25,0.55,5.0,280,,0.0
854378,,Hr,0.94,0.9,7.0,285,,0.0
776240,,,0.05,0.46,2.0,217,4.0,
118496,,finanCe,0.23,0.89,,194,4.0,1.0
358100,,Hr,0.25,0.82,,220,5.0,
269109,,Hr,0.17,0.49,,999,10.0,
140729,58.0,Finance,0.44,0.75,,999,10.0,0.0
426520,34.0,Operations,1.0,0.02,6.0,206,,
137141,,finanCe,0.65,0.77,,999,,
737496,46.0,Sales,0.43,0.94,,215,4.0,0.0
292129,33.0,HR,0.53,0.52,4.0,999,10.0,
198422,,HR,0.13,0.96,5.0,999,,
940663,56.0,HR,0.16,0.66,5.0,202,,0.0
696959,,Finance,0.38,0.68,,290,,1.0
321738,,Operations,0.92,0.59,3.0,999,8.0,0.0
379337,,,0.35,0.7,3.0,999,6.0,0.0
692676,36.0,Sales,0.32,0.27,7.0,220,9.0,0.0
894813,55.0,HR,0.72,0.96,2.0,240,1.0,
577476,45.0,,0.04,0.56,,999,,
842018,,Operations,0.78,0.26,,262,1.0,0.0
183983,30.0,Hr,0.69,0.72,2.0,999,,
536669,32.0,finanCe,0.33,0.52,6.0,270,5.0,1.0
228207,49.0,Hr,0.39,0.53,7.0,999,,0.0
52973,,Finance,0.32,0.67,,999,,
435492,44.0,Sales,0.57,0.26,4.0,198,4.0,
828159,,,0.81,0.85,,999,,1.0
581048,40.0,Sales,0.03,0.06,,999,,0.0
337834,,Finance,0.1,0.74,6.0,999,,0.0
27903,,finanCe,0.32,0.15,6.0,250,9.0,1.0
863319,,,0.42,0.3,6.0,999,,
377794,,Operations,0.51,0.66,,160,,
790596,24.0,Hr,0.22,0.39,3.0,999,,1.0
726505,,HR,0.67,0.83,7.0,999,1.0,
668939,46.0,finanCe,0.63,0.59,,306,,1.0
398257,,HR,0.62,0.05,2.0,245,4.0,
692852,,IT,0.93,0.09,,999,3.0,1.0
268875,57.0,Sales,0.44,0.57,6.0,999,8.0,
339703,50.0,Sales,0.53,0.76,,211,9.0,0.0
447929,,finanCe,0.98,0.36,,999,,
232006,,Sales,0.8,0.09,7.0,999,6.0,0.0
682119,40.0,HR,0.52,0.44,,999,5.0,
666475,36.0,Finance,0.31,0.37,,999,,0.0
495066,37.0,,0.86,0.34,7.0,999,4.0,0.0
593414,51.0,,0.36,0.24,2.0,999,10.0,1.0
633427,,Operations,0.53,0.31,,999,,
199219,,finanCe,0.31,0.72,,999,,
402456,,finanCe,0.08,0.98,,999,,
731090,55.0,IT,0.36,0.39,,999,,1.0
950577,28.0,finanCe,0.29,0.8,,999,,0.0
383965,49.0,Finance,0.34,0.96,,192,,0.0
375532,25.0,HR,0.77,0.13,4.0,227,6.0,
169362,59.0,finanCe,0.29,0.99,3.0,999,,
197867,56.0,Hr,0.18,0.9,4.0,162,,0.0
780626,,Sales,0.8,0.68,4.0,202,5.0,1.0
563088,49.0,Finance,0.94,0.21,,185,,0.0
165623,44.0,HR,0.18,0.15,,150,7.0,1.0
351181,55.0,finanCe,0.15,0.64,6.0,281,10.0,0.0
13411,42.0,Operations,0.7,0.68,6.0,999,2.0,0.0
349162,45.0,Sales,0.91,0.92,5.0,161,8.0,1.0
134218,,Finance,0.86,0.1,,178,,0.0
940106,,Sales,0.98,0.68,4.0,999,6.0,
21283,34.0,HR,0.91,0.2,5.0,248,6.0,0.0
780116,48.0,Hr,0.56,0.63,,999,1.0,
495721,,Operations,0.46,0.0,5.0,999,,0.0
403041,,IT,0.86,0.99,6.0,999,3.0,1.0
437207,,Operations,0.11,0.2,,246,8.0,1.0
855598,,Hr,0.6,0.42,4.0,999,,1.0
931579,39.0,,0.99,0.71,,999,4.0,0.0
297138,47.0,finanCe,0.23,0.86,,999,,
641084,50.0,Hr,0.95,0.46,,999,,0.0
260398,,,0.99,0.7,,163,,0.0
353000,,HR,0.23,0.87,,999,7.0,1.0
106065,46.0,HR,0.44,0.98,,303,,
735622,,Sales,0.48,0.8,4.0,999,3.0,
964104,32.0,HR,0.17,0.25,,266,6.0,1.0
397254,,finanCe,0.35,0.37,6.0,171,9.0,1.0
866083,,Hr,0.99,0.61,5.0,999,,0.0
801057,39.0,finanCe,0.55,0.31,7.0,242,5.0,0.0
869754,,Hr,0.35,0.56,,999,,1.0
951063,,Finance,0.02,0.95,4.0,173,9.0,
693153,,finanCe,0.13,0.69,7.0,229,3.0,
285068,,Operations,0.05,0.11,,199,,1.0
654259,,Hr,0.34,0.18,,999,1.0,1.0
652800,,Sales,0.86,0.62,,999,,
927604,,,0.97,0.66,6.0,999,,1.0
211908,,,0.99,0.51,,999,,
350731,,Operations,0.65,0.49,,999,,0.0
157516,,finanCe,0.03,0.12,7.0,151,8.0,1.0
662385,,,0.58,0.45,6.0,228,,1.0
694170,,finanCe,0.44,0.28,2.0,282,,1.0
733688,41.0,IT,0.06,0.09,,999,7.0,
64672,,IT,0.85,0.48,7.0,999,4.0,0.0
499183,,finanCe,0.76,0.99,7.0,999,,0.0
558640,40.0,IT,0.86,0.2,5.0,309,2.0,0.0
443472,28.0,Sales,0.43,0.44,,176,,1.0
851611,,Operations,0.04,0.95,7.0,999,,0.0
155823,34.0,Sales,0.83,0.22,6.0,999,,
319012,43.0,Operations,0.43,0.37,,280,3.0,
857373,,HR,0.66,0.53,3.0,999,10.0,0.0
448677,34.0,,0.77,0.35,3.0,211,,0.0
603708,45.0,Operations,0.97,0.59,,999,,
249971,44.0,HR,0.82,0.31,,193,,
739007,,,0.88,0.27,3.0,999,9.0,0.0
860363,,Sales,0.93,0.45,,999,,
400824,45.0,Hr,0.83,0.26,4.0,243,,0.0
982501,55.0,Hr,0.01,0.52,7.0,999,9.0,1.0
929082,,IT,0.31,0.01,4.0,999,,0.0
688355,,Operations,0.88,0.29,,219,,
747442,,Sales,0.67,0.18,,999,,
501453,35.0,finanCe,0.74,0.81,6.0,999,,0.0
171382,,,0.76,0.23,,999,4.0,1.0
23386,29.0,HR,0.87,0.12,,999,,0.0
792788,43.0,Operations,0.22,0.78,,214,,
637640,,Operations,0.06,0.77,3.0,999,1.0,
756118,,Finance,0.51,0.35,2.0,226,,
903413,,HR,0.64,0.32,,999,,
671177,49.0,Hr,0.98,0.56,,999,,0.0
604506,41.0,IT,0.59,0.71,3.0,204,,
111438,,IT,0.84,0.58,4.0,999,,
427098,50.0,Hr,0.72,0.45,,999,6.0,
104274,43.0,Finance,0.95,0.48,,999,,
949267,,IT,0.01,0.34,3.0,999,,
409299,,IT,0.0,0.37,,187,,0.0
977239,,finanCe,0.54,0.95,4.0,999,,
57233,,Operations,0.6,0.88,4.0,999,,
961585,,finanCe,0.81,0.04,,243,,1.0
259126,35.0,,0.89,0.79,,225,9.0,0.0
331461,,HR,0.4,0.82,,999,7.0,1.0
684282,,Operations,0.69,0.79,,999,6.0,
898116,35.0,,0.73,0.16,,999,,0.0
912796,,IT,0.21,0.77,,999,6.0,
202219,,finanCe,0.75,0.91,,999,,1.0
466787,,finanCe,0.0,0.04,,999,,
535514,47.0,IT,0.35,0.62,,999,,0.0
62311,41.0,Hr,0.99,0.62,2.0,999,,1.0
585046,24.0,IT,0.97,0.85,,161,3.0,
744199,48.0,Finance,0.28,0.63,,999,,
11537,55.0,IT,0.72,0.9,4.0,302,2.0,1.0
734438,,finanCe,0.31,0.68,7.0,239,,0.0
72197,57.0,Finance,0.59,0.44,,196,3.0,0.0
144485,,Sales,0.8,0.04,7.0,303,2.0,0.0
60509,53.0,Finance,0.52,0.27,6.0,176,9.0,1.0
413527,,Operations,0.07,0.28,5.0,999,,
208319,59.0,Sales,0.3,0.46,,203,,0.0
227330,,Hr,0.26,0.11,,196,,
7643,38.0,Finance,0.45,0.3,7.0,223,,0.0
579651,,Hr,0.93,0.27,7.0,213,6.0,1.0
446711,55.0,IT,0.56,0.95,,155,5.0,
184332,,finanCe,0.92,0.39,7.0,999,10.0,0.0
58860,,Finance,0.58,0.18,,307,,0.0
56252,,Hr,0.34,0.24,2.0,999,,1.0
843047,,,0.36,0.64,,199,7.0,
843164,48.0,finanCe,0.81,0.73,7.0,999,7.0,
314805,,Operations,0.79,0.95,2.0,999,1.0,
780638,,Operations,0.22,1.0,6.0,999,5.0,
130487,46.0,,0.72,0.76,5.0,173,,0.0
352382,30.0,finanCe,0.6,0.86,,999,6.0,
189110,,Finance,0.78,0.59,,999,,1.0
584988,,Sales,0.24,0.4,,167,7.0,0.0
54798,41.0,IT,0.08,0.14,3.0,254,9.0,1.0
336328,25.0,IT,0.52,0.31,,261,,0.0
965508,37.0,IT,0.12,0.85,,243,,
796359,,Finance,0.56,0.82,3.0,270,4.0,1.0
521324,,Sales,0.6,0.95,2.0,999,8.0,
198639,,finanCe,0.18,0.88,,289,6.0,1.0
367047,,Hr,0.46,1.0,6.0,999,,0.0
611590,38.0,HR,0.67,0.46,,999,,
39450,,HR,0.65,0.34,,999,,1.0
911333,43.0,Operations,0.65,0.6,,274,6.0,0.0
703606,,Hr,0.61,0.1,,999,5.0,0.0
953090,,Operations,0.94,0.75,5.0,999,,0.0
712205,24.0,Operations,0.98,0.57,4.0,999,,0.0
687018,,HR,0.03,0.48,,999,3.0,1.0
110770,,Operations,0.45,0.73,5.0,212,3.0,1.0
929242,35.0,Finance,0.77,0.31,,999,,1.0
326206,,Hr,0.55,0.47,,260,,0.0
142518,41.0,Operations,0.67,0.17,3.0,160,,0.0
623652,,Finance,0.95,0.78,6.0,201,,1.0
664053,47.0,Sales,0.5,0.15,4.0,182,4.0,
637986,,finanCe,0.62,0.22,6.0,999,5.0,1.0
911199,,Sales,0.7,0.0,,999,4.0,
480001,43.0,IT,0.24,0.75,,272,,1.0
873166,55.0,IT,0.54,0.62,6.0,999,,1.0
389733,52.0,Finance,0.61,0.63,5.0,200,9.0,
483948,,IT,0.36,0.75,,999,8.0,
171704,,finanCe,0.73,0.66,5.0,164,5.0,0.0
954793,56.0,finanCe,0.96,0.75,2.0,999,10.0,
398602,,Hr,0.06,0.91,,999,,0.0
533556,39.0,IT,0.81,0.26,,999,,0.0
761645,49.0,HR,0.68,0.24,2.0,251,,1.0
719766,,finanCe,0.66,0.21,,999,9.0,
460048,,,0.75,0.87,3.0,252,1.0,0.0
611761,52.0,HR,0.83,0.67,4.0,180,5.0,1.0
722779,,HR,0.81,0.14,,172,,1.0
12442,42.0,IT,0.79,0.66,6.0,999,3.0,0.0
557183,60.0,finanCe,0.99,0.6,,237,6.0,0.0
824026,45.0,IT,0.5,0.84,2.0,999,,1.0
208077,,Finance,0.38,0.5,,999,,0.0
606259,,Operations,0.39,0.14,,999,,1.0
338458,,Hr,0.95,0.17,,999,,1.0
277637,51.0,HR,0.86,0.42,6.0,999,,1.0
65883,57.0,IT,0.92,0.51,6.0,999,,0.0
718176,36.0,Sales,0.38,0.46,,999,2.0,1.0
716734,,Sales,0.01,0.23,,999,3.0,
654880,54.0,Sales,0.08,0.64,,303,,1.0
63455,,HR,0.35,0.32,,169,2.0,1.0
526401,38.0,finanCe,0.06,0.29,7.0,999,,0.0
628338,50.0,,0.5,0.2,,175,4.0,0.0
701114,,Hr,0.91,0.28,,188,,0.0
916113,28.0,finanCe,0.35,0.08,,999,,1.0
57851,,Finance,0.38,0.16,,248,,1.0
868677,,Finance,0.99,0.29,,285,,1.0
564160,,Hr,0.93,0.32,7.0,999,3.0,0.0
341034,60.0,Sales,0.09,0.06,,205,10.0,
822041,55.0,Finance,0.75,0.26,,222,4.0,0.0
818875,59.0,Hr,0.73,0.13,3.0,999,,1.0
553046,23.0,Sales,0.2,0.91,3.0,999,2.0,
99672,45.0,Sales,0.35,0.89,,297,,
697107,,finanCe,0.43,0.83,2.0,999,,
267600,39.0,Hr,0.74,0.01,7.0,209,10.0,
441666,37.0,IT,0.7,0.51,,999,,
516869,,Sales,0.94,0.47,,999,3.0,1.0
197468,40.0,Operations,0.41,0.8,,999,7.0,0.0
931848,,Hr,0.98,0.82,,277,9.0,1.0
236167,24.0,IT,0.41,0.91,,999,,
189731,,IT,0.32,0.53,2.0,301,9.0,1.0
249670,60.0,Operations,0.92,0.57,,999,,0.0
683263,,finanCe,0.45,0.47,7.0,157,10.0,1.0
825801,56.0,Sales,0.05,0.16,7.0,999,6.0,0.0
358284,29.0,IT,0.05,0.83,,999,2.0,1.0
208455,58.0,Sales,0.23,0.97,3.0,204,,0.0
645769,53.0,Operations,0.2,0.66,,297,5.0,
591983,54.0,IT,0.31,0.35,,205,1.0,1.0
145958,,Operations,0.24,0.75,4.0,207,1.0,0.0
142159,,,0.47,0.7,,160,10.0,1.0
459468,,Hr,0.27,0.31,,168,,
834839,50.0,Operations,1.0,0.46,,286,,1.0
77330,,finanCe,0.84,0.84,3.0,999,6.0,0.0
765958,33.0,Finance,0.24,0.96,7.0,999,1.0,
405637,28.0,Hr,0.33,0.94,,274,,1.0
730695,,Finance,0.21,0.9,2.0,999,,0.0
13190,,Finance,0.02,0.85,7.0,176,,
33567,,IT,0.4,0.58,,173,7.0,0.0
431425,47.0,Sales,0.06,0.49,7.0,999,9.0,1.0
980507,53.0,Finance,0.69,0.97,,212,5.0,
477349,,Operations,0.44,0.05,,999,,1.0
634309,,Sales,0.89,0.41,2.0,204,,1.0
500291,52.0,HR,0.26,0.86,6.0,999,,0.0
256658,23.0,Hr,0.75,0.42,,154,,
646163,,Operations,0.02,0.08,5.0,219,,
934806,,HR,0.83,0.52,6.0,294,,1.0
614032,,finanCe,0.9,0.1,,999,,0.0
773484,26.0,,0.33,0.53,6.0,181,5.0,0.0
921038,,,0.02,0.66,5.0,999,,0.0
95226,,finanCe,0.98,0.41,,999,2.0,0.0
144896,51.0,,0.59,0.37,,298,,0.0
954174,,HR,0.52,0.03,,999,3.0,0.0
397621,36.0,HR,0.28,0.86,2.0,197,,0.0
855050,56.0,Sales,0.85,0.83,,999,,1.0
698005,34.0,HR,0.84,0.29,3.0,263,6.0,
953335,,,0.13,0.05,,999,,0.0
222624,,Operations,0.72,0.11,4.0,999,3.0,
445662,,HR,0.05,0.28,,206,3.0,1.0
164386,38.0,HR,0.56,0.53,,307,7.0,0.0
161201,23.0,Sales,0.21,0.89,3.0,999,,1.0
158042,,Hr,0.22,0.57,4.0,999,5.0,
534189,,IT,0.13,0.01,,999,,
708148,,IT,0.92,0.25,3.0,170,,
361934,,finanCe,0.65,0.63,,999,1.0,0.0
909021,,,0.13,0.81,5.0,302,2.0,
987237,54.0,Sales,0.75,0.96,,999,,1.0
388102,38.0,Sales,0.36,0.41,4.0,999,,1.0
236879,,,0.65,0.73,2.0,999,3.0,0.0
447464,35.0,finanCe,0.21,1.0,,184,4.0,1.0
717870,,IT,0.49,0.33,,999,6.0,1.0
382065,,Sales,0.3,0.83,7.0,228,,
496685,,Operations,0.99,0.02,,301,,0.0
881001,44.0,Operations,0.34,0.45,6.0,246,10.0,
974723,31.0,Finance,0.33,0.11,6.0,283,,1.0
862740,,finanCe,0.71,0.21,2.0,999,9.0,
822429,53.0,Operations,0.33,0.05,,999,,
296191,30.0,IT,0.8,0.91,,298,6.0,1.0
91446,,Sales,0.75,0.08,2.0,234,4.0,0.0
472391,41.0,HR,0.68,0.73,,294,,
845917,,,0.08,0.87,4.0,211,,
719605,32.0,IT,0.84,0.64,,154,10.0,
376110,40.0,Sales,0.49,0.64,,255,,1.0
990553,29.0,,0.32,0.86,,999,5.0,
920149,,Operations,0.05,0.98,5.0,999,,1.0
940299,29.0,Sales,0.47,0.07,6.0,153,7.0,
291217,39.0,,0.53,0.84,4.0,999,9.0,
126502,35.0,,0.63,0.64,,225,6.0,
613863,,finanCe,0.87,0.9,2.0,999,,0.0
173479,30.0,finanCe,0.54,0.44,3.0,245,5.0,1.0
471226,41.0,,0.37,0.35,7.0,237,9.0,0.0
766349,44.0,HR,0.92,0.93,5.0,185,,1.0
458211,,,0.9,0.21,,999,,1.0
137618,49.0,Operations,0.62,0.37,6.0,999,,1.0
723107,25.0,Hr,0.07,0.39,7.0,243,,1.0
952127,,Operations,0.18,0.98,7.0,999,,1.0
877291,51.0,,0.99,0.53,,283,,
808298,27.0,Sales,0.83,0.36,7.0,999,,0.0
186162,,Finance,0.9,0.98,,999,,0.0
955545,,,0.7,0.21,,999,4.0,
147741,42.0,IT,0.52,0.08,3.0,999,3.0,0.0
514963,,Operations,0.24,0.25,6.0,999,,1.0
389684,23.0,Hr,0.31,0.54,7.0,999,10.0,1.0
638449,49.0,Finance,0.98,0.91,,292,4.0,1.0
833925,39.0,finanCe,0.09,0.37,7.0,202,,
931676,60.0,Sales,0.04,0.07,,178,,1.0
62654,26.0,finanCe,0.67,0.06,,999,6.0,0.0
986386,26.0,Hr,0.88,0.53,,188,,1.0
964970,35.0,Operations,0.42,0.65,,999,,0.0
794126,,IT,0.16,0.64,,999,,1.0
104972,,,0.67,0.93,5.0,263,,1.0
76078,60.0,,0.71,0.26,,178,,
611438,,Operations,0.63,0.48,2.0,162,,
472054,28.0,Operations,0.09,0.08,4.0,298,4.0,0.0
337542,30.0,finanCe,0.72,0.46,,163,,
241977,28.0,Operations,0.99,0.68,,999,4.0,
27530,,IT,0.72,0.32,,281,,
325792,,finanCe,0.31,0.46,,257,2.0,0.0
178992,32.0,,0.87,0.28,,999,,1.0
474553,34.0,Sales,0.81,0.74,,277,,0.0
293725,44.0,HR,0.67,0.25,,261,,1.0
53175,43.0,finanCe,0.39,0.6,,211,,
581464,,Finance,0.87,0.22,7.0,999,7.0,
887527,,,0.66,0.34,6.0,999,,
496190,,Finance,0.54,0.9,5.0,226,,1.0
519993,44.0,,0.83,0.49,,228,8.0,
218930,,Hr,0.86,0.3,,192,4.0,1.0
263205,57.0,Finance,0.04,0.83,5.0,999,1.0,1.0
408358,,Sales,0.42,0.39,3.0,999,2.0,0.0
34025,,Hr,0.33,0.87,,999,,
679501,39.0,Sales,0.89,0.78,4.0,999,,0.0
55921,,Sales,0.16,0.97,,999,3.0,0.0
307789,,Finance,0.36,0.95,6.0,203,,
280128,,Hr,0.37,0.59,7.0,294,,1.0
877074,,IT,0.15,0.54,,999,10.0,1.0
427027,53.0,Sales,0.83,0.51,7.0,999,,0.0
819458,56.0,,0.49,0.23,,283,,1.0
988303,,finanCe,0.69,0.42,,999,,0.0
842187,,,0.87,0.95,,999,,0.0
