EmployeeID,Age,Department,SatisfactionScore,LastEvaluationScore,NumProjects,AvgMonthlyHours,YearsAtCompany,Attrition,HoursPerProject,PerformanceRatio,TenureCategory,High_Risk_Employee
597146,46,hr,1,0.8,4,127,23,0,31.75,1.24,Experienced,0
326374,41,operations,0.95,0.72,8,236,17,0,29.5,1.31,Experienced,0
944459,56,sales,0.96,0.54,3,155,31,0,51.67,1.79,Experienced,0
917817,57,finance,0.95,1,3,136,30,0,45.33,0.95,Experienced,0
564227,41,it,0.59,0.73,5,186,12,0,37.2,0.82,Experienced,0
670576,41,it,0.95,0.91,6,212,13,0,35.33,1.04,Experienced,0
699827,30,hr,0.88,0.61,7,214,8,0,30.57,1.44,Experienced,0
833262,26,finance,0.41,0.85,8,213,0,0,26.62,0.48,Experienced,0
943556,41,sales,0.71,0.66,5,158,12,0,31.6,1.07,Experienced,0
30520,58,hr,0.54,0.62,4,175,30,0,43.75,0.87,Mid,0
225777,41,hr,0.66,1,6,180,13,0,30,0.66,Experienced,0
769270,41,it,0.59,0.52,7,231,14,1,33,1.14,New,0
233089,41,unknown,0.65,0.87,8,205,15,1,25.62,0.74,Experienced,0
873622,41,finance,1,0.84,4,136,14,0,34,1.19,Mid,0
36869,41,sales,0.19,1,7,199,16,0,28.43,0.19,Experienced,0
500547,39,it,0.2,0.53,5,178,11,0,35.6,0.38,Experienced,0
804556,41,sales,0.55,0.64,4,156,19,0,39,0.86,Experienced,0
811394,41,hr,0.32,0.68,7,175,16,1,25,0.47,Experienced,0
6696,29,it,0.6,0.69,3,124,6,0,41.33,0.87,Experienced,0
955354,41,finance,0.43,0.79,5,176,17,0,35.2,0.54,Experienced,0
376149,41,unknown,0.57,0.55,6,193,14,1,32.17,1.03,Experienced,0
658952,41,finance,0.85,0.86,2,141,15,0,70.5,0.99,Mid,0
57725,56,operations,1,1,6,162,34,0,27,1,Experienced,0
666236,42,sales,0.34,0.68,7,214,16,1,30.57,0.5,Experienced,1
111535,30,finance,0.84,0.54,4,140,4,0,35,1.57,Experienced,0
942770,41,hr,0.87,0.72,4,170,15,0,42.5,1.21,Experienced,0
903683,41,finance,0.92,0.84,7,207,14,0,29.57,1.1,Experienced,0
965251,41,unknown,0.93,0.52,6,190,19,0,31.67,1.78,Experienced,0
62257,39,unknown,0.7,0.84,6,202,17,0,33.67,0.83,Experienced,0
632647,50,operations,0.57,0.66,3,120,22,1,40,0.87,Experienced,0
517897,43,it,1,0.97,7,174,17,0,24.86,1.03,Experienced,0
137909,41,sales,0.27,0.68,8,232,13,1,29,0.39,Experienced,1
43227,27,it,0.42,0.89,8,222,0,1,27.75,0.48,Experienced,0
165125,28,unknown,0.82,0.93,6,174,4,0,29,0.88,Experienced,0
816656,41,it,0.79,0.93,8,197,14,0,24.62,0.85,New,0
819786,41,operations,0.76,0.87,8,203,14,0,25.38,0.87,Experienced,0
559874,41,hr,0.91,0.78,5,189,16,0,37.8,1.17,Experienced,0
716905,41,sales,0.54,0.78,7,202,12,1,28.86,0.7,Experienced,0
62803,41,sales,0.7,0.83,7,168,13,0,24,0.84,New,0
818105,45,sales,0.64,0.82,7,199,18,1,28.43,0.77,Experienced,0
434532,48,finance,0.65,0.74,8,214,22,1,26.75,0.88,Experienced,0
668439,41,operations,0.29,1,7,205,12,1,29.29,0.29,Mid,1
52812,44,finance,0.83,0.87,6,195,21,0,32.5,0.95,Experienced,0
875254,41,operations,0.5,0.83,5,150,15,0,30,0.6,Experienced,0
964562,41,unknown,0.39,0.36,6,197,19,0,32.83,1.09,Experienced,0
995104,41,finance,0.44,0.88,6,158,14,0,26.33,0.5,Experienced,0
532168,41,finance,0.46,0.9,8,221,12,1,27.62,0.51,Experienced,0
142876,22,finance,0.72,0.95,7,188,0,0,26.86,0.76,Experienced,0
28582,27,finance,0.62,1,8,240,2,1,30,0.62,Experienced,0
782643,41,hr,0.81,0.7,4,162,13,0,40.5,1.16,Experienced,0
913941,41,hr,0.59,0.74,5,215,18,0,43,0.8,Experienced,0
639853,38,operations,0.63,0.69,4,137,11,0,34.25,0.91,Mid,0
147540,41,hr,0.5,0.74,6,207,16,0,34.5,0.68,Experienced,0
951580,39,finance,0.8,0.53,7,193,14,1,27.57,1.51,Experienced,0
478540,55,unknown,0.44,0.54,8,220,32,1,27.5,0.82,Experienced,0
913656,41,finance,0.69,0.57,8,226,15,1,28.25,1.21,Mid,0
697367,55,finance,0.89,0.85,3,139,29,0,46.33,1.04,Mid,0
629972,41,hr,0.57,0.79,5,158,15,0,31.6,0.73,Experienced,0
699971,40,operations,0.84,0.89,6,153,16,0,25.5,0.95,Mid,0
576197,41,unknown,1,0.69,8,255,13,1,31.88,1.44,Experienced,0
999587,53,it,0.59,0.87,3,149,24,0,49.67,0.68,Experienced,0
499516,41,unknown,1,0.66,8,195,13,0,24.38,1.52,Experienced,0
962499,41,hr,0.68,0.34,3,123,15,0,41,2.01,Mid,0
640033,41,it,0.55,0.64,4,135,18,1,33.75,0.86,Experienced,0
177628,41,hr,0.6,0.46,6,207,17,0,34.5,1.31,Experienced,0
963874,41,finance,0.74,1,5,133,13,0,26.6,0.74,Experienced,0
846432,41,sales,0.91,0.93,8,212,15,1,26.5,0.97,Experienced,0
80877,41,finance,0.69,0.49,8,223,17,0,27.88,1.41,Experienced,0
32778,41,operations,0.49,0.6,5,199,12,0,39.8,0.81,Experienced,0
986767,48,finance,0.69,0.87,7,175,25,1,25,0.8,Experienced,0
566671,60,sales,0.79,0.59,7,203,34,0,29,1.33,Experienced,0
250389,52,hr,0.64,0.66,3,160,23,1,53.33,0.96,New,0
713572,41,operations,0.91,0.72,6,203,19,0,33.83,1.26,Experienced,0
766261,41,it,0.46,0.64,6,155,12,0,25.83,0.72,Experienced,0
866629,41,operations,0.59,0.68,5,158,14,0,31.6,0.87,Experienced,0
231677,26,finance,0.23,0.51,8,201,3,1,25.12,0.46,Experienced,1
340396,41,unknown,0.78,0.9,3,120,12,0,40,0.87,New,0
369693,41,hr,0.73,0.86,4,166,12,0,41.5,0.85,Experienced,0
155623,41,operations,0.48,0.33,4,172,16,0,43,1.45,Experienced,0
600694,35,hr,0.76,0.82,4,148,10,0,37,0.92,Experienced,0
24534,36,finance,0.45,0.61,4,134,7,0,33.5,0.74,New,0
853220,25,operations,0.53,0.86,5,177,0,0,35.4,0.61,Experienced,0
690139,41,it,0.7,0.89,7,186,18,1,26.57,0.79,Experienced,0
977111,41,hr,0.93,0.65,8,215,16,0,26.88,1.42,Experienced,0
810587,41,hr,0.89,0.75,8,237,13,1,29.62,1.19,Experienced,0
15228,42,sales,0.78,0.3,5,173,19,0,34.6,2.63,Experienced,0
856836,41,sales,0.94,0.7,7,198,19,0,28.29,1.33,Experienced,0
551591,41,it,0.61,0.9,4,158,18,0,39.5,0.68,Experienced,0
361932,41,operations,0.99,1,6,199,15,0,33.17,0.99,Mid,0
781513,41,finance,0.81,0.59,2,120,15,0,60,1.39,Experienced,0
434185,22,hr,0.68,0.98,6,199,0,0,33.17,0.69,New,0
851594,47,sales,0.69,0.55,5,190,22,0,38,1.27,New,0
793612,43,hr,0.85,0.88,6,181,14,0,30.17,0.97,Experienced,0
590341,24,finance,0.34,0.48,7,200,0,1,28.57,0.7,Mid,0
972226,41,unknown,0.67,0.46,6,177,16,0,29.5,1.45,Experienced,0
109942,50,hr,0.4,0.67,5,186,22,0,37.2,0.6,Experienced,0
397974,26,finance,0.89,0.8,6,201,3,0,33.5,1.11,Experienced,0
284625,48,finance,0.69,0.34,7,215,21,1,30.71,2.03,Mid,0
88365,41,it,0.77,0.55,6,182,14,0,30.33,1.4,Experienced,0
565108,41,finance,0.44,0.72,8,224,12,1,28,0.61,Experienced,0
653301,27,finance,0.51,0.67,7,193,0,0,27.57,0.76,Experienced,0
371036,41,hr,0.5,1,7,199,16,1,28.43,0.5,Experienced,0
254611,41,it,1,0.6,7,230,14,1,32.86,1.67,Experienced,0
468901,41,hr,0.57,0.96,8,227,14,0,28.38,0.59,New,0
713763,42,it,0.66,0.59,6,203,16,0,33.83,1.12,Experienced,0
411529,41,operations,0.56,0.46,7,212,19,0,30.29,1.21,Experienced,0
957385,59,unknown,0.55,0.75,8,198,30,0,24.75,0.74,Experienced,0
623438,57,operations,0.35,0.72,5,178,34,1,35.6,0.49,Experienced,0
19204,31,sales,1,0.67,5,204,6,0,40.8,1.48,New,0
108515,25,sales,0.48,0.39,6,194,0,0,32.33,1.23,Experienced,0
542465,45,operations,0.84,0.8,5,147,19,0,29.4,1.05,Experienced,0
370454,38,finance,1,0.89,8,222,10,1,27.75,1.13,Experienced,0
124124,31,sales,0.89,0.64,4,133,2,0,33.25,1.38,Experienced,0
221510,31,sales,0.63,0.79,7,214,3,0,30.57,0.79,Experienced,0
785239,41,sales,0.92,0.29,5,156,17,0,31.2,3.13,Experienced,0
980462,26,sales,0.71,0.34,6,203,0,0,33.83,2.07,Mid,0
910767,41,it,1,0.71,7,216,14,0,30.86,1.4,Experienced,0
976200,46,finance,1,0.72,5,167,21,0,33.4,1.39,Experienced,0
215422,52,it,0.53,0.82,8,212,30,1,26.5,0.65,Mid,0
699066,41,unknown,0.8,0.54,7,195,19,0,27.86,1.5,Experienced,0
758425,41,finance,0.28,0.91,8,210,16,1,26.25,0.3,Mid,1
804739,41,finance,0.77,0.9,3,130,16,0,43.33,0.86,New,0
82775,41,sales,0.71,0.62,4,169,15,1,42.25,1.15,Experienced,0
244299,41,hr,0.86,0.77,5,157,13,0,31.4,1.12,Experienced,0
167661,43,finance,0.48,0.8,6,188,18,0,31.33,0.61,Experienced,0
182144,41,finance,0.76,0.93,6,204,13,0,34,0.81,Experienced,0
59213,29,sales,0.51,0.76,7,204,0,0,29.14,0.67,Experienced,0
85661,30,finance,0.3,0.65,8,217,1,0,27.12,0.46,Experienced,1
801444,39,finance,0.56,0.71,8,207,15,0,25.88,0.79,Mid,0
839317,41,operations,0.49,0.34,6,194,13,0,32.33,1.43,Experienced,0
19040,43,sales,0.82,0.9,5,154,17,0,30.8,0.91,Experienced,0
127310,41,it,0.54,0.74,5,186,12,0,37.2,0.73,Experienced,0
750660,41,finance,0.13,0.36,8,194,14,1,24.25,0.36,Experienced,0
136316,30,finance,0.54,0.5,8,210,3,1,26.25,1.08,Experienced,0
328383,39,hr,0.76,0.96,5,177,10,0,35.4,0.8,New,0
314890,55,it,0.73,0.73,6,181,26,1,30.17,1,New,0
321487,41,it,1,0.9,5,171,12,0,34.2,1.11,Experienced,0
937771,41,sales,0.49,0.75,8,211,13,0,26.38,0.65,New,0
819148,41,finance,0.71,0.62,7,177,14,1,25.29,1.14,Experienced,0
856415,41,hr,0.66,0.57,7,196,14,1,28,1.18,Experienced,0
222111,41,hr,0.61,0.95,4,178,18,1,44.5,0.64,Mid,0
848842,37,it,0.71,0.91,3,182,8,0,60.67,0.79,Experienced,0
701841,41,it,0.37,0.57,8,240,17,1,30,0.65,Experienced,1
724662,28,sales,0.17,0.66,5,214,0,1,42.8,0.26,Experienced,1
118553,53,hr,0.79,0.42,8,186,27,0,23.25,1.85,Experienced,0
112543,37,finance,1,0.93,4,140,11,0,35,1.07,New,0
371105,50,unknown,0.8,0.78,8,216,23,0,27,1.03,Experienced,0
671191,41,hr,0.56,0.71,6,205,12,0,34.17,0.78,Experienced,0
527031,41,hr,0.64,0.63,4,170,19,0,42.5,1.01,Experienced,0
929221,41,hr,0.37,0.95,5,145,15,1,29,0.39,Experienced,0
416738,43,sales,0.87,1,5,165,14,0,33,0.87,Mid,0
459189,41,hr,0.56,0.5,7,206,17,0,29.43,1.14,New,0
37808,35,finance,0.55,1,5,188,10,1,37.6,0.55,Experienced,0
93312,41,sales,0.21,0.83,6,193,12,0,32.17,0.26,Experienced,0
951264,41,operations,0.36,0.84,8,203,17,0,25.38,0.43,Experienced,1
971073,41,finance,0.54,0.81,8,210,14,1,26.25,0.67,Mid,0
87407,47,sales,0.95,0.9,8,213,20,0,26.62,1.06,Experienced,0
991211,50,it,0.56,0.75,8,218,27,1,27.25,0.75,Experienced,0
765067,58,finance,0.75,0.81,5,154,30,0,30.8,0.92,Mid,0
909530,43,sales,0.55,0.65,4,175,17,0,43.75,0.85,Experienced,0
499253,41,finance,0.96,0.79,4,180,13,0,45,1.21,Experienced,0
435489,33,finance,0.79,0.87,8,229,4,1,28.62,0.91,Experienced,0
956525,31,operations,0.67,0.47,6,216,3,0,36,1.4,Experienced,0
317530,41,hr,0.46,0.52,6,195,15,0,32.5,0.89,Experienced,0
78732,26,hr,0.34,0.75,3,173,0,1,57.67,0.45,Experienced,0
444070,35,finance,0.36,0.67,7,202,6,1,28.86,0.54,Experienced,1
38860,52,it,0.47,0.53,6,222,25,1,37,0.88,New,0
787993,41,unknown,0.81,0.71,4,144,15,0,36,1.14,New,0
727446,30,operations,0.37,0.48,7,189,8,1,27,0.76,New,0
605175,53,it,0.92,0.97,7,185,31,0,26.43,0.95,Experienced,0
18306,27,finance,0.32,0.77,8,214,2,0,26.75,0.41,Experienced,1
856616,57,finance,0.41,0.76,3,177,31,0,59,0.54,Experienced,0
684721,41,hr,0.63,0.68,5,150,18,0,30,0.92,Experienced,0
542671,45,sales,0.76,0.55,6,194,20,0,32.33,1.38,Experienced,0
316229,22,finance,0.52,0.65,8,228,0,1,28.5,0.81,Experienced,0
659733,32,finance,0.7,0.75,3,139,6,0,46.33,0.93,Mid,0
993614,41,hr,0.96,0.96,3,140,19,0,46.67,1,Experienced,0
189790,57,finance,0.63,0.95,6,192,34,0,32,0.66,Experienced,0
508000,41,unknown,0.69,0.76,4,194,12,0,48.5,0.9,Experienced,0
178638,39,unknown,0.95,0.69,6,186,14,0,31,1.38,Experienced,0
605573,60,operations,0.7,0.71,6,151,37,0,25.17,0.99,Experienced,0
202169,41,hr,0.43,0.86,6,199,15,0,33.17,0.5,Experienced,0
195785,33,hr,0.56,0.58,6,163,9,0,27.17,0.97,New,0
994399,41,unknown,0.26,0.76,8,197,18,1,24.62,0.34,Experienced,0
531431,31,operations,0.76,0.46,6,158,8,0,26.33,1.67,Experienced,0
863284,41,finance,0.5,0.75,7,204,14,0,29.14,0.67,Experienced,0
13060,41,sales,0.25,0.39,5,166,19,1,33.2,0.63,Experienced,0
24527,38,sales,1,0.89,3,136,9,0,45.33,1.13,New,0
320652,41,sales,0.18,0.58,4,162,15,1,40.5,0.31,Experienced,0
875875,55,hr,0.62,0.7,5,192,32,0,38.4,0.88,Mid,0
15609,41,hr,0.6,0.88,6,189,15,1,31.5,0.68,Experienced,0
219242,54,sales,0.51,0.82,8,226,32,1,28.25,0.61,Experienced,0
272527,41,unknown,0.62,0.61,6,173,14,0,28.83,1.02,Experienced,0
427464,41,finance,0.61,0.73,7,200,15,0,28.57,0.84,Experienced,0
512780,24,hr,0.42,0.65,3,120,0,1,40,0.65,Experienced,0
45278,41,operations,0.99,0.69,8,267,19,0,33.38,1.44,Experienced,0
582243,57,it,0.39,0.68,6,199,35,0,33.17,0.57,Experienced,0
406959,52,unknown,0.38,0.77,4,150,23,1,37.5,0.5,Experienced,0
644007,41,sales,0.74,0.5,6,192,16,0,32,1.47,Experienced,0
405266,37,hr,0.43,0.67,3,134,10,0,44.67,0.64,Experienced,0
626937,41,it,0.92,0.87,6,206,14,0,34.33,1.06,Experienced,0
681900,52,unknown,0.67,0.75,8,202,23,0,25.25,0.9,Mid,0
73826,41,finance,0.82,0.59,7,183,13,0,26.14,1.39,Experienced,0
237989,59,hr,0.43,0.48,7,209,33,1,29.86,0.9,Mid,0
957477,41,hr,0.05,0.73,8,225,17,1,28.12,0.07,Experienced,1
725282,41,finance,0.42,0.84,7,225,13,1,32.14,0.5,Experienced,0
205539,41,it,0.94,0.79,4,156,16,0,39,1.19,Experienced,0
38063,41,operations,0.06,0.53,8,221,14,1,27.62,0.11,Experienced,1
86729,41,hr,0,0.27,7,254,19,1,36.29,0,Experienced,1
957160,41,finance,0.8,0.76,3,120,14,0,40,1.05,Experienced,0
134694,41,operations,0.32,0.69,5,194,13,0,38.8,0.47,Experienced,0
809682,26,finance,0.77,0.64,3,137,2,0,45.67,1.19,Experienced,0
993354,57,hr,0.69,0.61,6,186,34,0,31,1.12,Experienced,0
395059,58,finance,0.34,0.54,8,233,35,1,29.12,0.64,Mid,1
668111,36,sales,0.68,0.76,6,125,7,0,20.83,0.9,New,0
35873,41,sales,0.92,0.71,5,187,14,0,37.4,1.3,Experienced,0
615132,23,hr,0.85,0.75,3,169,0,0,56.33,1.14,Mid,0
183291,41,it,0.81,0.71,8,208,16,0,26,1.13,New,0
252664,56,unknown,0.63,0.59,7,214,29,0,30.57,1.06,Mid,0
782045,41,sales,0.47,0.65,8,238,17,1,29.75,0.72,New,0
974045,51,hr,0.47,0.67,7,248,24,1,35.43,0.71,Experienced,0
16934,45,it,0.85,0.59,6,163,19,0,27.17,1.44,Experienced,0
966107,52,hr,0.71,0.67,4,182,24,0,45.5,1.06,Experienced,0
364202,41,operations,0.69,0.66,4,143,12,0,35.75,1.04,Experienced,0
702746,41,hr,0.71,0.87,7,236,17,1,33.71,0.82,Experienced,0
821032,50,operations,0.6,0.43,8,205,25,0,25.62,1.4,New,0
600435,41,hr,0.61,0.55,5,157,15,0,31.4,1.11,Experienced,0
219267,55,hr,0.18,0.6,3,160,29,1,53.33,0.3,Experienced,0
959154,41,sales,0.67,0.97,4,168,13,1,42,0.68,Experienced,0
190108,41,hr,0.51,0.68,7,208,18,1,29.71,0.74,New,0
746238,41,sales,0.8,0.72,7,180,17,0,25.71,1.11,Experienced,0
665173,59,operations,0.47,1,8,188,31,0,23.5,0.47,Experienced,0
744008,49,sales,0.71,0.86,6,189,23,0,31.5,0.82,Experienced,0
351273,41,unknown,0.76,0.86,5,201,16,0,40.2,0.88,Experienced,0
415589,41,it,1,0.86,7,182,13,0,26,1.17,Experienced,0
624270,41,hr,0.54,0.97,3,120,18,0,40,0.56,New,0
282463,46,unknown,1,0.92,5,176,20,0,35.2,1.08,Experienced,0
311962,41,finance,1,0.54,8,225,13,1,28.12,1.86,Experienced,0
69485,41,it,0.46,0.7,3,126,17,0,42,0.66,Experienced,0
37943,41,finance,0.23,0.88,7,247,18,1,35.29,0.27,Experienced,1
920089,38,finance,0.47,0.54,7,174,14,1,24.86,0.87,Experienced,0
952779,41,it,1,0.87,5,161,17,0,32.2,1.15,Experienced,0
166775,53,it,0.81,0.61,7,172,29,1,24.57,1.32,Experienced,0
348531,56,finance,0.81,0.84,4,152,28,0,38,0.96,Experienced,0
946149,41,unknown,1,0.84,6,155,18,0,25.83,1.19,Experienced,0
752464,23,hr,0.5,0.8,5,200,0,0,40,0.62,Experienced,0
395933,41,it,0.94,0.62,7,189,13,1,27,1.51,Experienced,0
422182,46,finance,0.34,0.86,5,188,18,1,37.6,0.39,Mid,0
52888,51,it,0.27,0.72,4,139,25,0,34.75,0.37,Experienced,0
921049,49,hr,0.51,0.66,3,120,22,0,40,0.77,Experienced,0
863169,41,finance,0.88,0.69,8,246,19,1,30.75,1.27,Experienced,0
286074,41,hr,0.79,0.55,3,179,15,0,59.67,1.43,Experienced,0
778022,53,hr,0.72,0.55,8,187,30,0,23.38,1.3,Experienced,0
962602,37,it,0.73,0.75,4,178,15,1,44.5,0.97,Experienced,0
645595,31,unknown,0.93,0.63,5,177,9,0,35.4,1.47,Experienced,0
520204,22,hr,0.27,0.27,5,166,0,1,33.2,1.01,Experienced,0
668585,43,it,0.71,0.8,8,214,16,0,26.75,0.88,Experienced,0
269203,41,operations,0.72,0.7,5,201,13,0,40.2,1.03,Mid,0
521640,41,operations,0.49,0.56,8,220,12,0,27.5,0.87,New,0
151846,34,hr,0.86,0.87,7,201,9,0,28.71,0.99,Experienced,0
446401,41,hr,0.54,0.67,8,215,18,0,26.88,0.81,Mid,0
564167,35,it,0.74,0.7,8,230,6,1,28.75,1.06,Experienced,0
803850,56,hr,0.57,0.51,8,219,29,1,27.38,1.12,Experienced,0
686523,24,sales,0.47,1,5,171,0,0,34.2,0.48,Experienced,0
568669,44,finance,0.75,0.69,6,204,19,0,34,1.08,Experienced,0
909151,37,it,0.71,0.89,6,218,15,0,36.33,0.8,Experienced,0
329479,41,hr,0.73,0.44,8,188,13,1,23.5,1.67,Experienced,0
765790,41,hr,0.5,0.54,8,200,16,1,25,0.92,Experienced,0
833197,41,hr,0.3,0.53,8,236,12,1,29.5,0.57,Experienced,1
118925,41,operations,0.16,0.72,6,227,12,1,37.83,0.22,New,1
81779,35,it,0.84,1,4,169,10,0,42.25,0.84,Experienced,0
368276,41,sales,0.19,0.89,6,216,14,1,36,0.21,Experienced,1
624262,50,finance,0.87,0.66,5,169,27,0,33.8,1.32,Experienced,0
945842,50,hr,0.48,0.73,5,171,26,0,34.2,0.66,Experienced,0
161985,44,operations,0.43,0.67,6,205,16,1,34.17,0.65,New,0
138077,50,hr,0.38,0.76,6,151,21,0,25.17,0.51,Experienced,0
448597,41,it,0.6,0.72,4,166,12,0,41.5,0.84,Mid,0
750833,41,finance,0.67,0.82,6,178,16,0,29.67,0.82,Experienced,0
47210,41,finance,0.58,0.63,8,204,13,0,25.5,0.92,Experienced,0
482162,55,unknown,0.44,0.76,3,156,30,0,52,0.58,Experienced,0
257954,24,hr,1,0.95,7,208,2,0,29.71,1.05,Mid,0
493649,41,finance,0.34,0.84,7,209,13,1,29.86,0.4,Experienced,1
239707,22,sales,0.64,0.69,4,138,0,0,34.5,0.93,Experienced,0
330036,41,unknown,0.31,0.71,5,186,12,0,37.2,0.44,Experienced,0
329993,41,sales,1,0.13,4,130,14,0,32.5,7.49,Experienced,0
617327,41,hr,0.76,0.57,6,165,19,0,27.5,1.34,Experienced,0
230531,41,finance,0.41,0.89,8,254,13,1,31.75,0.47,Experienced,0
833920,41,finance,0.39,0.74,6,184,15,0,30.67,0.53,Experienced,0
765384,57,operations,0.88,0.35,4,169,29,0,42.25,2.53,Experienced,0
240005,35,hr,1,1,7,198,10,0,28.29,1,Mid,0
481913,41,hr,0.73,0.67,4,165,19,0,41.25,1.09,New,0
118317,41,hr,0.56,0.77,7,187,18,0,26.71,0.72,Experienced,0
277926,54,finance,0.65,0.63,6,197,28,0,32.83,1.02,Mid,0
186401,29,hr,0.84,0.62,8,245,2,0,30.62,1.36,Experienced,0
346167,23,operations,0.44,0.84,8,252,0,1,31.5,0.53,New,0
648900,41,hr,0.73,0.6,4,184,16,0,46,1.23,Experienced,0
811543,41,finance,0.84,0.9,6,189,16,0,31.5,0.93,Mid,0
493031,27,sales,0.49,0.91,7,237,4,1,33.86,0.54,Experienced,0
549208,41,hr,0.5,0.72,5,181,17,0,36.2,0.69,Experienced,0
825646,26,unknown,0.39,0.74,6,215,0,0,35.83,0.54,Experienced,1
49251,38,hr,0.78,0.66,3,128,14,0,42.67,1.18,Experienced,0
629580,41,unknown,0.25,0.53,8,247,14,1,30.88,0.47,Experienced,1
554229,57,finance,0.63,0.51,5,173,30,0,34.6,1.22,Experienced,0
25721,41,sales,0.45,0.86,6,177,15,0,29.5,0.53,New,0
785110,41,it,0.63,1,7,206,12,1,29.43,0.63,Experienced,0
364870,41,sales,0.76,0.66,7,187,16,1,26.71,1.15,Experienced,0
570205,23,hr,0.58,0.81,5,172,1,0,34.4,0.71,Experienced,0
231000,41,unknown,0.71,0.58,5,167,14,0,33.4,1.23,Experienced,0
64916,33,hr,0.96,0.57,5,162,10,0,32.4,1.68,Experienced,0
838737,41,sales,0.94,0.9,5,167,18,0,33.4,1.05,Mid,0
780671,41,hr,0.83,0.76,5,151,18,0,30.2,1.09,Experienced,0
315048,37,operations,0.81,0.4,6,205,9,0,34.17,2.04,Mid,0
589454,41,finance,0.77,0.67,5,172,12,0,34.4,1.15,Experienced,0
543032,56,unknown,0.59,0.67,8,223,27,1,27.88,0.88,Mid,0
177107,36,sales,0.49,0.58,3,171,9,0,57,0.84,Experienced,0
995392,30,finance,0.9,0.77,2,131,3,0,65.5,1.17,Experienced,0
89207,51,hr,0.1,0.63,8,224,28,1,28,0.16,Experienced,1
598218,55,unknown,0.57,1,8,236,26,1,29.5,0.57,Experienced,0
566187,41,hr,1,0.77,8,242,12,1,30.25,1.29,Experienced,0
867849,39,finance,0.5,1,8,200,12,1,25,0.5,Experienced,0
424229,41,hr,1,0.74,6,176,13,0,29.33,1.35,Experienced,0
581561,22,hr,0.69,0.91,3,120,0,0,40,0.76,Experienced,0
591124,41,it,0.94,0.57,3,122,19,0,40.67,1.66,Experienced,0
27424,46,finance,0.34,0.52,7,216,20,1,30.86,0.66,Mid,1
383185,41,unknown,1,0.6,2,151,12,0,75.5,1.66,Experienced,0
17653,41,operations,0.96,0.69,6,216,16,0,36,1.39,Experienced,0
732273,41,hr,0.71,0.85,4,177,19,0,44.25,0.83,Experienced,0
242670,41,sales,0.51,0.69,4,179,15,1,44.75,0.75,Experienced,0
517611,41,hr,0.74,0.54,2,159,17,1,79.5,1.38,Experienced,0
554975,50,it,0.75,0.84,8,278,25,0,34.75,0.89,Mid,0
450145,37,hr,0.58,0.72,7,210,8,1,30,0.81,Experienced,0
292671,41,finance,0.5,0.84,7,215,19,0,30.71,0.59,Experienced,0
450644,41,sales,0.84,0.73,4,142,13,0,35.5,1.15,New,0
827320,41,finance,0.23,0.77,8,187,17,1,23.38,0.3,Mid,0
679432,48,unknown,0.6,0.94,6,194,22,0,32.33,0.64,Experienced,0
589385,45,finance,0.63,0.52,8,248,23,1,31,1.21,Mid,0
695543,37,it,0.53,0.91,8,216,8,1,27,0.58,Experienced,0
91731,41,operations,0.63,0.62,5,202,19,1,40.4,1.03,Experienced,0
601143,29,unknown,0.64,0.59,3,167,2,0,55.67,1.08,Experienced,0
518186,41,sales,0.41,0.85,7,198,17,0,28.29,0.48,Experienced,0
20071,41,hr,0.99,0.89,5,162,19,0,32.4,1.12,Experienced,0
78574,45,finance,0.92,0.61,3,169,22,0,56.33,1.5,Experienced,0
283484,41,finance,0.97,0.81,4,161,13,0,40.25,1.2,Mid,0
583315,41,unknown,0.7,0.74,8,236,14,1,29.5,0.95,Experienced,0
415436,39,it,0.7,0.53,6,176,12,0,29.33,1.33,Experienced,0
56475,57,finance,0.2,0.67,7,256,35,1,36.57,0.3,Experienced,1
512925,41,it,0.59,0.13,6,192,13,1,32,4.56,Experienced,0
502651,41,hr,0.71,0.77,8,234,14,1,29.25,0.93,Mid,0
82717,47,sales,0.32,0.75,5,207,22,0,41.4,0.42,Experienced,1
259568,33,finance,0.7,0.52,3,135,9,0,45,1.35,Mid,0
81780,41,finance,0.07,0.53,6,193,16,0,32.17,0.13,New,0
395836,29,operations,1,0.77,5,157,3,0,31.4,1.29,Experienced,0
564292,42,finance,0.89,0.95,7,197,17,0,28.14,0.94,Experienced,0
477481,41,it,1,0.99,4,151,13,0,37.75,1.01,Experienced,0
112911,41,hr,0.73,0.6,6,210,18,0,35,1.22,Experienced,0
493182,41,hr,0.77,1,7,216,14,1,30.86,0.77,Experienced,0
189750,41,it,0.71,0.86,6,177,13,0,29.5,0.82,Experienced,0
12174,45,hr,0.78,0.9,4,138,18,0,34.5,0.87,Experienced,0
879477,41,unknown,0.86,0.58,6,221,12,0,36.83,1.48,Experienced,0
745743,41,finance,1,0.49,6,209,18,0,34.83,2.04,Experienced,0
782187,59,finance,0.6,0.69,5,189,32,0,37.8,0.86,Experienced,0
406171,41,unknown,0.78,0.52,6,183,16,0,30.5,1.49,Experienced,0
125524,32,hr,0.6,0.39,8,234,3,1,29.25,1.52,Experienced,0
783034,41,hr,0.71,0.68,6,198,12,0,33,1.04,Mid,0
468575,41,unknown,1,0.89,7,180,15,0,25.71,1.13,Mid,0
242815,50,sales,0.42,0.5,8,207,21,1,25.88,0.85,Experienced,0
660343,25,sales,0.66,0.99,6,193,0,0,32.17,0.67,Experienced,0
